YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
2016,0.99726776,0,N,V,V,U,1920.0,2,1960.0,4,13214,0
2012,1.0,0,N,V,V,U,1410.0,2,1960.0,4,13214,0
2012,1.0,1,V,N,O,R,8960.0,2,2009.0,3,13215,0
2013,0.536986301,1,V,N,O,R,8960.0,2,2009.0,3,13215,0
2016,0.99726776,0,V,N,O,R,6100.0,2,2007.0,5,13215,0
2013,0.271232877,0,V,V,V,U,204.0,2,1960.0,4,13215,0
2012,1.0,0,V,V,V,U,432.0,2,1960.0,4,13215,1
2013,0.832876712,0,V,V,V,U,432.0,2,1960.0,4,13215,0
2012,1.0,0,V,N,O,R,400.0,2,2010.0,3,13215,0
2012,1.0,0,V,N,O,R,330.0,2,1910.0,2,13215,0
2016,0.99726776,0,V,N,O,R,1300.0,2,1960.0,4,13215,0
2016,0.016393443,1,V,N,O,R,510.0,2,1950.0,3,13215,0
2013,1.0,0,V,V,V,U,530.0,2,1960.0,4,13215,0
2015,1.0,0,V,N,O,R,400.0,2,1900.0,4,13215,0
2012,1.0,0,N,V,V,U,250.0,2,1980.0,4,13215,0
2015,1.0,0,N,V,V,U,250.0,2,1960.0,4,13216,0
2013,1.0,0,N,V,V,U,4000.0,2,1988.0,4,13216,0
2012,0.431693989,0,V,N,O,R,300.0,2,1950.0,1,13216,0
2013,0.915068493,0,V,N,O,R,300.0,2,1940.0,3,13216,1
2015,1.0,0,V,N,O,R,200.0,2,1930.0,2,13216,0
2016,0.99726776,0,V,V,V,U,540.0,2,1960.0,4,13216,0
2013,1.0,0,V,N,O,R,450.0,2,1900.0,4,13216,0
2013,1.0,0,N,V,V,U,68.0,2,1960.0,4,13216,0
2015,0.983561644,0,N,V,V,U,68.0,2,1960.0,4,13216,0
2014,1.0,0,N,V,V,U,175.0,2,1960.0,4,13216,0
2014,1.0,1,N,V,V,U,695.0,2,1960.0,4,13216,0
2013,1.0,0,N,V,V,U,870.0,1,1960.0,4,13904,0
2015,1.0,0,N,V,V,U,870.0,1,1960.0,4,13904,0
2015,1.0,0,N,V,V,U,900.0,2,1960.0,4,14047,0
2014,1.0,1,V,V,V,U,980.0,2,1980.0,4,14079,0
2012,1.0,0,V,V,V,U,8500.0,2,1980.0,4,14117,0
2014,0.747945205,0,V,V,V,U,8500.0,2,1980.0,4,14117,0
2012,1.0,0,V,V,V,U,1750.0,2,1970.0,4,14117,1
2012,1.0,0,V,V,V,U,185.0,2,1980.0,4,14118,0
2012,0.74863388,0,V,V,V,U,840.0,2,1960.0,4,14118,1
2014,1.0,0,V,V,V,U,290.0,2,1980.0,4,14118,0
2015,1.0,0,N,V,V,U,3930.0,2,1960.0,4,14118,0
2013,1.0,1,N,V,V,U,769.0,2,1960.0,4,14118,0
2016,1.0,0,V,N,O,R,9618.0,2,1990.0,6,14118,1
2012,1.0,0,V,V,V,U,1837.0,2,1980.0,4,14118,0
2016,0.99726776,0,V,V,V,U,1837.0,2,1980.0,4,14118,0
2015,1.0,0,V,V,V,U,3806.0,2,1960.0,4,14118,1
2014,1.0,0,V,V,V,U,620.0,2,1960.0,4,14118,0
2014,1.0,0,V,V,V,U,2897.0,2,1980.0,4,14118,1
2016,0.99726776,0,V,V,V,U,2897.0,2,1980.0,4,14118,1
2012,1.0,0,V,V,V,U,2561.0,2,1980.0,4,14118,0
2013,1.0,0,V,V,V,U,2561.0,2,1980.0,4,14118,0
2013,1.0,0,V,V,V,U,1726.0,2,1980.0,4,14118,0
2014,1.0,0,V,V,V,U,1870.0,2,1980.0,4,14118,0
2012,1.0,0,V,V,V,U,1726.0,2,1980.0,4,14118,1
2014,1.0,0,V,V,V,U,1726.0,2,1980.0,4,14118,0
2015,1.0,0,V,V,V,U,200.0,2,1980.0,4,14118,0
2013,0.367123288,0,V,V,V,U,5080.0,2,1980.0,4,14118,0
2013,0.457534247,0,V,N,O,R,2100.0,2,1965.0,5,14118,0
2013,1.0,0,V,V,V,U,1782.0,2,1980.0,4,14118,0
2016,1.0,0,V,V,V,U,8820.0,2,1980.0,4,14118,1
2012,1.0,0,V,V,V,U,816.0,2,1980.0,4,14118,0
2013,0.728767123,0,V,V,V,U,1995.0,2,1960.0,4,14118,0
2014,1.0,0,V,V,V,U,1795.0,2,1980.0,4,14118,0
2016,0.99726776,0,V,V,V,U,2200.0,2,1980.0,4,14118,1
2012,1.0,0,V,V,V,U,14200.0,2,1980.0,4,14118,0
2012,1.0,0,V,V,V,U,530.0,2,1980.0,4,14118,0
2014,1.0,0,V,V,V,U,530.0,2,1980.0,4,14118,0
2012,1.0,0,V,V,V,U,2000.0,2,1980.0,4,14118,0
2012,1.0,0,N,V,V,U,250.0,2,1980.0,4,14118,0
2013,1.0,0,V,V,V,U,1160.0,2,1980.0,4,14118,0
2013,1.0,0,V,V,V,U,528.0,2,1960.0,4,14118,0
2015,1.0,0,V,N,O,R,3650.0,2,1970.0,5,14118,1
2013,1.0,0,V,V,V,U,1550.0,2,1980.0,4,14118,1
2015,1.0,0,V,V,V,U,1550.0,2,1980.0,4,14118,1
2015,1.0,0,V,V,V,U,1411.0,2,1980.0,4,14118,1
2012,1.0,0,V,V,V,U,4150.0,2,1980.0,4,14118,0
2015,1.0,0,V,V,V,U,850.0,2,1960.0,4,14118,0
2012,0.0,0,V,V,V,U,35.0,2,1960.0,4,14118,0
2014,1.0,0,V,N,O,R,2700.0,2,1970.0,3,14220,1
2013,1.0,0,N,V,V,U,833.0,2,1960.0,4,14220,0
2016,0.99726776,0,N,V,V,U,833.0,2,1960.0,4,14220,0
2013,1.0,0,N,V,V,U,6628.0,2,1980.0,4,14220,1
2014,1.0,0,N,V,V,U,6628.0,2,1980.0,4,14220,1
2014,1.0,0,V,V,V,U,1600.0,2,1980.0,4,14327,0
2016,0.99726776,0,V,V,V,U,1600.0,2,1980.0,4,14327,0
2015,1.0,0,V,V,V,U,1920.0,2,1980.0,4,14327,0
2014,1.0,0,V,V,V,U,1660.0,2,1980.0,4,14327,0
2014,1.0,0,N,V,V,U,1981.0,2,1980.0,4,14327,1
2015,0.95890411,1,N,V,V,U,1300.0,2,1980.0,4,14338,0
2013,0.328767123,1,V,V,V,U,2100.0,2,1980.0,4,14338,0
2012,1.0,0,N,V,V,U,2079.0,2,1988.0,4,14341,0
2014,1.0,0,N,V,V,U,2079.0,2,1988.0,4,14341,0
2014,1.0,0,V,V,V,U,1972.0,2,1980.0,4,14341,1
2012,1.0,0,V,N,O,R,3400.0,2,1974.0,4,14365,1
2013,1.0,0,V,N,O,R,3400.0,2,1974.0,4,14365,0
2013,1.0,0,N,V,V,U,650.0,2,1960.0,4,14366,0
2013,0.254794521,0,V,N,O,R,833.0,2,2011.0,4,14383,0
2013,1.0,0,V,V,V,U,1414.0,2,1980.0,4,14437,1
2015,1.0,0,V,V,V,U,1414.0,2,1980.0,4,14437,1
2012,1.0,0,V,V,V,U,300.0,2,1960.0,4,14437,0
2014,0.832876712,0,V,V,V,U,300.0,2,1960.0,4,14437,0
2014,1.0,0,V,V,V,U,1879.0,2,1980.0,4,14488,0
2015,1.0,0,V,V,V,U,1879.0,2,1980.0,4,14488,0
2013,0.161643836,0,V,V,V,U,1235.0,2,1980.0,4,14488,0
2014,0.495890411,0,V,N,O,R,3000.0,2,1980.0,4,14488,0
2014,1.0,0,V,N,O,R,1330.0,2,1988.0,3,14488,0
2012,1.0,0,V,N,O,R,870.0,2,1976.0,4,14488,0
2014,1.0,0,V,V,V,U,1239.0,2,1980.0,4,14488,0
2015,1.0,0,V,V,V,U,1450.0,2,1980.0,4,14488,0
2015,1.0,0,V,V,V,U,1800.0,2,1980.0,4,14488,0
2012,1.0,0,N,V,V,U,1214.0,2,1980.0,4,14488,0
2012,1.0,0,N,V,V,U,10840.0,2,1980.0,4,14701,1
2013,1.0,0,V,N,O,R,104.0,2,1926.0,2,14715,0
2015,1.0,0,V,N,O,R,435.0,2,1850.0,6,14715,0
2012,0.868852459,0,V,V,V,U,1700.0,2,1960.0,4,14762,0
2013,1.0,0,N,V,V,U,545.0,1,1960.0,4,15012,0
2013,1.0,0,V,N,O,R,900.0,1,1981.0,3,15014,1
2014,1.0,0,V,N,O,R,550.0,1,1960.0,3,15014,0
2015,1.0,0,V,N,O,R,550.0,1,1960.0,3,15014,0
2013,1.0,0,V,V,V,U,4700.0,1,1970.0,4,15014,1
2012,1.0,0,V,V,V,U,981.0,1,1980.0,4,15014,0
2016,0.99726776,0,V,N,O,R,1670.0,1,1970.0,6,15014,0
2012,1.0,0,V,N,O,R,1368.0,1,1977.0,3,15014,0
2013,0.495890411,0,V,V,V,U,1365.0,1,1980.0,4,15014,0
2013,1.0,0,V,N,O,R,2004.0,1,1980.0,7,15014,0
2016,0.99726776,0,V,N,O,R,1584.0,1,1979.0,4,15014,0
2014,0.0,0,V,N,O,R,620.0,1,1990.0,2,15014,0
2015,1.0,0,N,V,V,U,650.0,1,1960.0,4,15014,0
2014,1.0,0,N,V,V,U,500.0,1,1960.0,4,15187,0
2012,1.0,0,N,V,V,U,2100.0,1,1980.0,4,15900,0
2016,0.99726776,0,N,V,V,U,4000.0,1,1960.0,4,16015,1
2016,1.0,0,V,N,O,R,820.0,1,1957.0,5,16015,0
2012,1.0,0,V,N,O,R,1400.0,1,2009.0,5,16015,1
2015,1.0,0,V,N,O,R,3904.0,1,2005.0,4,16015,1
2014,1.0,0,V,N,O,R,2721.0,1,2005.0,4,16015,1
2015,1.0,0,V,N,O,R,2721.0,1,2005.0,4,16015,0
2013,1.0,0,V,N,O,R,550.0,1,1900.0,3,16015,0
2015,0.98630137,0,V,N,O,R,550.0,1,1900.0,3,16015,0
2013,1.0,1,V,N,O,R,3744.0,1,1978.0,6,16015,0
2014,1.0,1,V,N,O,R,3744.0,1,1978.0,6,16015,0
2013,1.0,0,V,N,O,R,2500.0,1,2009.0,4,16015,0
2015,1.0,0,V,N,O,R,2500.0,1,2009.0,4,16015,0
2013,0.838356164,0,V,N,O,R,2157.0,1,1998.0,5,16015,1
2014,1.0,0,V,N,O,R,2157.0,1,1998.0,5,16015,0
2012,1.0,1,V,V,V,U,2800.0,1,1960.0,4,16015,0
2013,0.665753425,1,V,V,V,U,450.0,1,1970.0,4,16015,0
2013,1.0,1,N,V,V,U,3100.0,1,1960.0,4,16102,1
2015,1.0,1,V,N,O,R,1300.0,1,2009.0,3,16102,0
2016,1.0,1,V,N,O,R,1517.0,1,1960.0,5,16102,0
2013,1.0,1,V,V,V,U,1003.0,1,1980.0,4,16102,0
2012,1.0,1,N,V,V,U,1003.0,1,1960.0,4,16102,0
2014,1.0,0,V,N,O,R,1348.0,1,2007.0,2,16292,0
2013,0.893150685,1,V,N,O,R,4255.0,1,1987.0,2,16374,1
2013,1.0,1,V,N,O,R,2315.0,1,1972.0,5,16374,0
2014,1.0,1,V,N,O,R,2315.0,1,1972.0,5,16374,0
2014,1.0,0,V,N,O,R,1546.0,1,2008.0,2,17028,0
2014,0.082191781,0,V,N,O,R,2316.0,1,2003.0,2,17028,0
2012,1.0,0,N,V,V,U,600.0,1,1988.0,4,17094,0
2012,1.0,0,V,N,O,R,2145.0,1,2010.0,2,17218,0
2013,1.0,0,V,N,O,R,2000.0,1,2009.0,4,17274,0
2013,0.0,0,N,V,V,U,12.0,1,1988.0,4,17274,0
2013,1.0,0,V,N,O,R,4388.0,1,1975.0,6,17291,0
2016,1.0,0,V,N,O,R,550.0,1,1975.0,1,17297,0
2013,1.0,0,V,N,O,R,448.0,1,1850.0,3,17299,0
2014,1.0,0,V,N,O,R,2367.0,1,1850.0,3,17299,0
2012,0.50273224,0,V,N,O,R,720.0,1,1967.0,3,17299,0
2016,0.25136612,0,V,N,O,R,980.0,1,1860.0,4,17299,0
2012,1.0,0,N,V,V,U,2408.0,1,1988.0,4,17300,0
2012,1.0,0,N,V,V,U,350.0,1,1988.0,4,17300,0
2013,1.0,0,N,V,V,U,8950.0,1,1988.0,4,17300,0
2015,1.0,0,V,N,O,R,2360.0,1,2011.0,3,17300,0
2012,1.0,0,V,N,O,R,10200.0,1,1971.0,4,17300,1
2012,0.612021858,0,V,N,O,R,3550.0,1,2006.0,4,17300,0
2012,0.50273224,0,V,N,O,R,1584.0,1,1970.0,3,17300,0
2013,1.0,0,V,N,O,R,1584.0,1,1970.0,3,17300,0
2016,0.99726776,0,V,N,O,R,3720.0,1,1998.0,4,17300,0
2012,1.0,0,N,V,V,U,536.0,1,1970.0,4,17300,0
2012,1.0,0,V,V,V,U,270.0,1,1960.0,4,17300,0
2013,0.0,0,V,V,V,U,400.0,1,1988.0,4,17300,0
2013,1.0,0,N,V,V,U,1200.0,1,1988.0,4,17300,1
2015,1.0,0,V,V,V,U,510.0,1,1960.0,4,17300,0
2012,1.0,0,N,V,V,U,3900.0,1,1988.0,4,17300,1
2012,1.0,0,N,V,V,U,460.0,1,1960.0,4,17300,0
2012,1.0,0,N,V,V,U,390.0,1,1980.0,4,17306,1
2012,1.0,0,N,V,V,U,3300.0,1,1988.0,4,17306,0
2015,1.0,0,V,N,O,R,520.0,1,1920.0,4,17306,1
2016,0.99726776,0,V,N,O,R,520.0,1,1920.0,4,17306,0
2013,1.0,0,V,N,O,R,1215.0,1,1950.0,3,17306,0
2012,1.0,0,V,N,O,R,1941.0,1,1987.0,4,17306,1
2015,1.0,0,V,N,O,R,1850.0,1,1980.0,2,17380,0
2016,1.0,0,N,V,V,U,366.0,1,1988.0,4,17411,0
2013,0.747945205,0,N,V,V,U,5500.0,1,1988.0,4,17461,1
2012,1.0,1,N,V,V,U,287.0,1,1960.0,4,18033,0
2012,1.0,0,V,N,O,R,2750.0,1,1980.0,5,19031,0
2015,1.0,0,V,N,O,R,300.0,1,1960.0,3,19031,0
2012,1.0,0,N,V,V,U,1420.0,1,1980.0,4,19031,0
2014,1.0,0,V,N,O,R,975.0,1,1999.0,4,19031,0
2015,1.0,0,V,N,O,R,1365.0,1,1980.0,4,19031,0
2016,1.0,0,V,N,O,R,1365.0,1,1980.0,4,19031,0
2016,0.99726776,0,V,N,O,R,999.0,1,2006.0,4,19031,0
2013,1.0,0,V,N,O,R,276.0,1,1960.0,3,19031,0
2015,0.832876712,0,V,N,O,R,480.0,1,1960.0,4,19031,0
2016,0.418032787,0,V,N,O,R,2410.0,1,1988.0,6,19031,0
2016,0.25136612,1,V,N,O,R,750.0,1,1938.0,3,19031,0
2016,0.237704918,1,V,N,O,R,1000.0,1,1976.0,4,19031,0
2013,1.0,0,V,V,V,U,808.0,1,1988.0,4,19031,0
2014,1.0,0,N,V,V,U,2410.0,1,1988.0,4,19031,0
2012,1.0,0,V,V,V,U,800.0,1,1988.0,4,19031,0
2014,1.0,0,V,V,V,U,800.0,1,1988.0,4,19031,0
2016,0.99726776,0,N,V,V,U,1200.0,1,1988.0,4,19031,0
2013,1.0,0,N,V,V,U,880.0,1,1980.0,4,19031,0
2014,1.0,0,N,V,V,U,880.0,1,1980.0,4,19031,0
2014,1.0,0,V,V,V,U,4365.0,1,1980.0,4,19031,0
2014,1.0,0,N,V,V,U,5007.0,1,1988.0,4,19031,0
2012,1.0,0,N,V,V,U,585.0,1,1980.0,4,19031,0
2012,1.0,0,N,V,V,U,450.0,1,1960.0,4,19031,0
2014,1.0,0,N,V,V,U,450.0,1,1980.0,4,19031,0
2012,1.0,0,V,N,O,R,660.0,1,2005.0,3,19123,0
2014,1.0,0,V,N,O,R,660.0,1,2005.0,3,19123,1
2012,0.803278689,0,V,N,O,R,400.0,1,1940.0,4,19272,0
2012,1.0,0,V,V,V,U,700.0,1,1970.0,4,21054,0
2012,1.0,0,V,V,V,U,210.0,1,1960.0,4,21054,0
2012,1.0,0,N,V,V,U,2360.0,1,1980.0,4,21054,0
2012,1.0,0,N,V,V,U,2115.0,1,1988.0,4,21054,0
2013,1.0,0,V,N,O,R,1567.0,1,1890.0,3,21054,0
2015,1.0,0,V,N,O,R,600.0,1,1900.0,3,21054,0
2016,0.24863388,0,V,N,O,R,1650.0,1,1970.0,3,21054,0
2016,0.415300546,0,V,N,O,R,400.0,1,1850.0,4,21054,0
2012,1.0,0,N,V,V,U,750.0,1,1960.0,4,21054,0
2014,1.0,0,V,V,V,U,1250.0,1,1960.0,4,21054,0
2012,1.0,0,V,N,O,R,880.0,1,1990.0,4,21054,1
2012,1.0,0,V,V,V,U,2610.0,1,1988.0,4,21054,0
2016,0.99726776,0,V,V,V,U,1080.0,1,1988.0,4,21054,0
2015,1.0,0,N,V,V,U,1200.0,1,1980.0,4,21054,0
2014,1.0,0,N,V,V,U,50.0,1,1980.0,4,21054,0
2013,1.0,0,V,N,O,R,1427.0,1,2001.0,3,21054,0
2015,1.0,0,N,V,V,U,1835.0,1,1988.0,4,21054,0
2015,1.0,0,V,N,O,R,1700.0,1,1992.0,5,21054,0
2012,0.0,0,V,N,O,R,2820.0,1,2012.0,5,21166,0
2012,1.0,0,V,V,V,U,2041.0,1,1980.0,4,21171,0
2014,1.0,0,V,V,V,U,2041.0,1,1980.0,4,21171,0
2016,0.147540984,0,V,N,O,R,200.0,1,2006.0,2,21209,0
2013,1.0,0,N,V,V,U,600.0,2,1960.0,4,21231,0
2014,0.41369863,0,N,V,V,U,600.0,2,1960.0,4,21231,0
2014,1.0,0,V,V,V,U,300.0,2,1970.0,4,21231,0
2013,1.0,0,N,V,V,U,430.0,2,1960.0,4,21231,0
2015,1.0,0,N,V,V,U,2907.0,2,1988.0,4,21231,0
2016,0.99726776,0,V,V,V,U,760.0,2,1960.0,4,21231,0
2012,1.0,0,V,V,V,U,460.0,2,1960.0,4,21231,0
2016,0.99726776,0,V,N,O,R,855.0,2,1960.0,4,21231,0
2013,1.0,0,V,V,V,U,400.0,2,1960.0,4,21231,0
2013,0.997260274,0,V,N,O,R,1273.0,2,1960.0,7,21231,1
2014,1.0,0,V,N,O,R,1273.0,2,1960.0,7,21231,0
2013,0.915068493,0,V,N,O,R,878.0,2,1900.0,3,21231,0
2012,0.0,0,V,V,V,U,153.0,2,1980.0,4,21231,0
2012,0.038251366,0,V,V,V,U,912.0,2,1960.0,4,21231,0
2015,1.0,0,V,V,V,U,659.0,2,1960.0,4,21231,1
2012,1.0,0,V,V,V,U,324.0,2,1960.0,4,21231,0
2012,1.0,0,V,V,V,U,300.0,2,1960.0,4,21231,0
2012,1.0,0,V,V,V,U,508.0,2,1960.0,4,21231,0
2016,1.0,0,V,V,V,U,788.0,2,1960.0,4,21231,0
2013,0.41369863,0,N,V,V,U,330.0,2,1960.0,4,21231,0
2016,0.994535519,0,V,N,O,R,828.0,2,1900.0,3,21231,0
2012,1.0,0,N,V,V,U,165.0,2,1980.0,4,21231,0
2015,1.0,0,V,V,V,U,1022.0,2,1960.0,4,21231,0
2015,1.0,0,V,N,O,R,1025.0,2,1975.0,3,21231,0
2015,1.0,0,V,V,V,U,3403.0,2,1980.0,4,21231,1
2012,0.836065574,0,V,V,V,U,762.0,2,1960.0,4,21231,0
2013,1.0,0,N,V,V,U,4200.0,2,1960.0,4,21231,0
2012,1.0,0,V,V,V,U,435.0,2,1960.0,4,21231,0
2016,0.99726776,0,N,V,V,U,446.0,2,1980.0,4,21231,0
2013,1.0,0,V,V,V,U,1486.0,2,1980.0,4,21231,0
2012,1.0,0,V,V,V,U,938.0,2,1960.0,4,21231,0
2012,1.0,0,V,N,O,R,900.0,2,1981.0,4,21231,0
2014,1.0,0,V,N,O,R,900.0,2,1981.0,4,21231,0
2016,0.99726776,0,V,N,O,R,900.0,2,1981.0,4,21231,0
2015,1.0,0,N,V,V,U,881.0,2,1960.0,4,21231,0
2013,1.0,0,V,V,V,U,5910.0,2,1980.0,4,21231,0
2016,0.99726776,0,N,V,V,U,1380.0,2,1960.0,4,21231,0
2014,1.0,1,V,N,O,R,550.0,2,1895.0,3,21231,0
2012,0.915300546,0,V,N,O,R,400.0,2,1900.0,3,21231,0
2013,1.0,0,V,V,V,U,524.0,2,1960.0,4,21231,0
2015,1.0,0,V,V,V,U,524.0,2,1960.0,4,21231,0
2015,1.0,0,N,V,V,U,920.0,2,1960.0,4,21231,0
2013,1.0,0,V,V,V,U,810.0,2,1980.0,4,21231,0
2014,1.0,0,V,V,V,U,810.0,2,1980.0,4,21231,0
2016,0.75136612,1,V,N,O,R,4230.0,2,1974.0,8,21231,0
2012,1.0,0,V,V,V,U,300.0,2,1960.0,4,21231,1
2013,1.0,0,V,N,O,R,452.0,2,1960.0,4,21231,0
2014,1.0,0,V,V,V,U,2775.0,2,1980.0,4,21231,0
2014,0.167123288,0,V,V,V,U,5000.0,2,1980.0,4,21231,0
2012,1.0,0,V,V,V,U,585.0,2,1980.0,4,21231,0
2013,1.0,0,V,V,V,U,585.0,2,1980.0,4,21231,0
2012,1.0,0,V,V,V,U,870.0,2,1980.0,4,21231,0
2015,0.997260274,0,V,V,V,U,870.0,2,1980.0,4,21231,0
2013,1.0,0,N,V,V,U,500.0,2,1970.0,4,21231,0
2015,1.0,0,V,V,V,U,1300.0,2,1970.0,4,21231,0
2016,1.0,0,V,V,V,U,1300.0,2,1970.0,4,21231,0
2013,1.0,0,V,V,V,U,2400.0,2,1980.0,4,21231,0
2014,1.0,0,V,V,V,U,1200.0,2,1960.0,4,21231,0
2015,0.246575342,0,V,V,V,U,2115.0,2,1980.0,4,21231,0
2013,1.0,0,V,V,V,U,5050.0,2,1960.0,4,21231,1
2015,1.0,0,V,V,V,U,600.0,2,1960.0,4,21231,0
2012,1.0,0,V,V,V,U,2115.0,2,1980.0,4,21231,0
2016,0.912568306,0,N,V,V,U,173.0,2,1980.0,4,21231,0
2012,1.0,0,V,V,V,U,799.0,2,1960.0,4,21231,1
2013,0.128767123,0,V,V,V,U,799.0,2,1960.0,4,21231,0
2013,0.128767123,0,V,V,V,U,480.0,2,1980.0,4,21231,0
2014,1.0,0,V,V,V,U,2115.0,2,1980.0,4,21231,1
2012,1.0,0,V,V,V,U,591.0,2,1960.0,4,21231,0
2014,1.0,0,V,V,V,U,591.0,2,1960.0,4,21231,0
2016,0.99726776,0,V,V,V,U,591.0,2,1960.0,4,21231,0
2016,1.0,0,V,V,V,U,841.0,2,1960.0,4,21231,1
2012,1.0,0,N,V,V,U,480.0,2,1960.0,4,21231,0
2015,1.0,0,V,V,V,U,1557.0,2,1980.0,4,21231,1
2013,1.0,0,V,V,V,U,1038.0,2,1960.0,4,21231,1
2013,0.871232877,0,N,V,V,U,2166.0,2,1980.0,4,21231,1
2012,1.0,0,V,V,V,U,251.0,2,1960.0,4,21231,0
2012,1.0,0,N,V,V,U,1.0,1,1988.0,4,21278,0
2015,1.0,0,V,V,V,U,8796.0,1,1980.0,4,21278,1
2012,1.0,0,V,V,V,U,3600.0,1,1980.0,4,21278,0
2014,0.745205479,0,V,V,V,U,3600.0,1,1980.0,4,21278,1
2016,0.99726776,0,V,N,O,R,1760.0,1,2008.0,5,21292,0
2014,0.769863014,0,V,N,O,R,2809.0,1,2014.0,3,21295,0
2012,1.0,0,V,N,O,R,433.0,1,2010.0,2,21405,0
2012,0.330601093,0,N,V,V,U,200.0,1,1980.0,4,21485,0
2015,1.0,0,V,V,V,U,2041.0,1,1980.0,4,21515,0
2012,1.0,0,V,V,V,U,2041.0,1,1980.0,4,21515,1
2016,0.494535519,0,V,V,V,U,2041.0,1,1980.0,4,21515,0
2014,1.0,0,V,V,V,U,162.0,1,1960.0,4,21540,0
2013,1.0,0,N,V,V,U,720.0,1,1960.0,4,21575,0
2016,1.0,0,N,V,V,U,720.0,1,1960.0,4,21575,0
2013,1.0,0,V,N,O,R,1765.0,1,1980.0,4,21617,0
2012,1.0,0,V,V,V,U,4600.0,1,1988.0,4,21617,1
2015,0.997260274,0,V,V,V,U,4600.0,1,1988.0,4,21617,0
2013,0.073972603,0,N,V,V,U,120.0,1,1960.0,4,22050,0
2013,0.161643836,0,V,N,O,R,2700.0,1,1970.0,4,22050,0
2013,1.0,0,V,V,V,U,11037.0,1,1980.0,4,22054,1
2012,1.0,0,V,V,V,U,1493.0,1,1970.0,4,22054,0
2015,1.0,0,V,V,V,U,1493.0,1,1970.0,4,22054,0
2013,1.0,0,V,V,V,U,900.0,1,1988.0,4,22054,1
2012,1.0,0,V,N,O,R,1865.0,1,2000.0,5,22094,0
2013,1.0,0,N,V,V,U,855.0,1,1980.0,4,22113,0
2016,1.0,0,V,N,O,R,1874.0,1,2015.0,5,22186,0
2013,1.0,0,N,V,V,U,1750.0,1,1988.0,4,22215,0
2013,1.0,0,V,N,O,R,4000.0,1,2007.0,4,22282,0
2014,1.0,0,V,N,O,R,4000.0,1,2007.0,4,22282,1
2014,1.0,0,V,N,O,R,3600.0,1,1973.0,7,22282,0
2013,1.0,0,V,N,O,R,510.0,1,1980.0,2,22282,0
2016,1.0,0,V,N,O,R,510.0,1,1980.0,2,22282,1
2016,1.0,0,N,V,V,U,4300.0,1,1960.0,4,22282,1
2016,1.0,0,V,N,O,R,1900.0,1,1995.0,3,22379,0
2012,1.0,0,V,N,O,R,563.0,1,1960.0,4,23096,0
2015,1.0,0,N,V,V,U,600.0,2,1960.0,4,24037,0
2014,1.0,1,V,N,O,R,410.0,2,1980.0,2,24037,0
2012,1.0,0,V,V,V,U,800.0,2,1960.0,4,24037,1
2013,1.0,0,V,N,O,R,620.0,2,1900.0,3,24322,0
2016,0.99726776,1,V,N,O,R,360.0,2,1900.0,4,24322,1
2014,1.0,0,V,V,V,U,600.0,2,1980.0,4,25056,0
2012,1.0,0,V,V,V,U,4800.0,2,1960.0,4,25056,0
2012,1.0,0,N,V,V,U,10.0,2,1980.0,4,25147,0
2014,1.0,0,N,V,V,U,10.0,2,1980.0,4,25147,0
2012,1.0,0,V,V,V,U,2000.0,2,1960.0,4,25197,0
2013,1.0,0,V,N,O,R,727.0,2,1900.0,3,25237,0
2016,0.99726776,0,N,V,V,U,5561.0,2,1980.0,4,25356,0
2014,1.0,1,V,N,O,R,1200.0,2,1545.0,4,25356,0
2012,1.0,0,N,V,V,U,1156.0,2,1980.0,4,25356,1
2013,1.0,0,V,V,V,U,528.0,2,1980.0,4,25367,0
2012,1.0,0,V,V,V,U,437.0,2,1960.0,4,25388,0
2012,1.0,1,N,V,V,U,2150.0,2,1988.0,4,25388,0
2014,1.0,1,V,N,O,R,1000.0,2,1870.0,3,25388,0
2014,1.0,1,N,V,V,U,1054.0,2,1960.0,4,25462,0
2016,0.99726776,1,V,N,O,R,3031.0,2,1979.0,4,25462,1
2013,1.0,0,N,V,V,U,17800.0,2,1980.0,4,25580,0
2012,1.0,0,N,V,V,U,1833.0,2,1960.0,4,26057,0
2012,1.0,1,V,N,O,R,1347.0,2,2009.0,2,26058,0
2012,1.0,0,V,N,O,R,1350.0,2,1958.0,4,26058,0
2014,1.0,0,V,N,O,R,1350.0,2,1958.0,4,26058,0
2013,1.0,0,V,N,O,R,1300.0,2,1960.0,5,26058,0
2012,1.0,0,V,V,V,U,590.0,2,1960.0,4,26058,0
2013,1.0,0,V,V,V,U,420.0,2,1980.0,4,26058,0
2012,1.0,0,N,V,V,U,2321.0,2,1980.0,4,26058,0
2014,1.0,0,V,N,O,R,528.0,2,1950.0,3,26058,0
2013,1.0,0,V,N,O,R,4126.0,2,2003.0,5,26064,1
2013,1.0,0,V,N,O,R,400.0,2,1949.0,3,26064,0
2015,1.0,0,V,V,V,U,9609.0,2,1960.0,4,26108,0
2013,1.0,0,N,V,V,U,1700.0,2,1980.0,4,26114,0
2016,0.99726776,0,V,V,V,U,600.0,2,1970.0,4,26166,1
2012,1.0,0,N,V,V,U,4431.0,2,1980.0,4,26198,1
2015,1.0,0,N,V,V,U,3200.0,2,1960.0,4,26198,0
